rank_mass,S_rank,z1,z2,D_pw_mm,alpha,D_we_mm,L_we_mm,slenderness,Z,bore_mm,D_mm,T_mm,t_i_mm,t_o_mm,c12_margin,L_eff_m,mass_brg_kg,mass_shaft_kg,mass_total_kg,Myz_max_UW,Myz_max_DW,sigma_max_MPa
143,955,0.5,4.5,3900.0,19.0,230.0,550.0,2.391,49,3286.0,4498.0,716.243,108.49,100.63,2.188,5.32892,33862.9,71444.9,139170.7,2017.5,1659.4,2017.5
144,1179,0.7,4.5,3900.0,19.0,230.0,550.0,2.391,49,3286.0,4498.0,716.243,108.49,100.63,2.188,5.12892,33862.9,71444.9,139170.7,2043.2,1693.5,2043.2
145,1576,1.0,4.5,3900.0,19.0,230.0,550.0,2.391,49,3286.0,4498.0,716.243,108.49,100.63,2.188,4.82892,33862.9,71444.9,139170.7,2085.2,1749.0,2085.2
146,492,0.3,4.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,78.9,73.19,2.153,5.22693,20766.2,97724.4,139256.8,2049.7,1775.1,2049.7
147,647,0.5,4.0,4500.0,19.0,170.0,400.0,2.353,76,4051.0,4937.0,520.904,78.9,73.19,2.153,5.02693,20766.2,97724.4,139256.8,2080.0,1811.3,2080.0
148,1608,0.5,3.5,4500.0,15.0,200.0,475.0,2.375,65,3996.0,4990.0,618.5735,93.7,86.91,2.173,4.18653,27478.0,84523.4,139479.3,2065.0,1838.2,2065.0
149,262,0.5,4.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,93.7,86.91,2.173,6.00758,31323.7,77047.6,139695.0,1998.2,1667.1,1998.2
150,350,0.7,4.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,93.7,86.91,2.173,5.80758,31323.7,77047.6,139695.0,2020.5,1696.8,2020.5
151,538,1.0,4.0,4200.0,31.0,200.0,475.0,2.375,60,3597.0,4790.0,618.5735,93.7,86.91,2.173,5.50758,31323.7,77047.6,139695.0,2056.4,1744.4,2056.4
152,1265,0.3,4.0,4500.0,19.0,200.0,400.0,2.0,65,4022.9999999999995,4966.0,520.904,78.9,73.19,1.83,5.22773,21766.6,96378.1,139911.3,2045.2,1779.0,2045.2
153,1532,0.5,4.0,4500.0,19.0,200.0,400.0,2.0,65,4022.9999999999995,4966.0,520.904,78.9,73.19,1.83,5.02773,21766.6,96378.1,139911.3,2075.7,1815.0,2075.7
154,363,0.3,5.0,4200.0,15.0,170.0,400.0,2.353,71,3774.0,4614.0,520.904,78.9,73.19,2.153,5.80248,18230.1,103665.0,140125.2,2055.4,1731.4,2055.4
155,485,0.5,5.0,4200.0,15.0,170.0,400.0,2.353,71,3774.0,4614.0,520.904,78.9,73.19,2.153,5.60248,18230.1,103665.0,140125.2,2082.1,1763.4,2082.1
156,791,0.5,4.0,4200.0,31.0,230.0,475.0,2.065,52,3571.0,4816.0,618.5735,93.7,86.91,1.889,6.00931,32126.3,75937.8,140190.4,1998.5,1678.5,1998.5
157,962,0.7,4.0,4200.0,31.0,230.0,475.0,2.065,52,3571.0,4816.0,618.5735,93.7,86.91,1.889,5.80931,32126.3,75937.8,140190.4,2021.3,1708.2,2021.3
158,1268,1.0,4.0,4200.0,31.0,230.0,475.0,2.065,52,3571.0,4816.0,618.5735,93.7,86.91,1.889,5.50931,32126.3,75937.8,140190.4,2058.0,1756.0,2058.0
159,2353,0.3,4.0,4500.0,19.0,230.0,400.0,1.739,56,3995.0,4994.0,520.904,78.9,73.19,1.591,5.22866,22655.8,95041.2,140352.8,2055.7,1793.7,2055.7
160,2660,0.5,4.0,4500.0,19.0,230.0,400.0,1.739,56,3995.0,4994.0,520.904,78.9,73.19,1.591,5.02866,22655.8,95041.2,140352.8,2086.3,1830.1,2086.3
161,1130,0.3,5.0,4200.0,15.0,200.0,400.0,2.0,60,3745.0,4643.0,520.904,78.9,73.19,1.83,5.80315,19152.6,102078.0,140383.3,2055.1,1744.8,2055.1
162,1346,0.5,5.0,4200.0,15.0,200.0,400.0,2.0,60,3745.0,4643.0,520.904,78.9,73.19,1.83,5.60315,19152.6,102078.0,140383.3,2081.9,1776.8,2081.9
163,281,0.3,4.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,78.9,73.19,2.153,5.58809,21923.5,96665.8,140512.7,2024.5,1735.2,2024.5
164,385,0.5,4.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,78.9,73.19,2.153,5.38809,21923.5,96665.8,140512.7,2051.7,1768.3,2051.7
165,511,0.7,4.0,4500.0,23.0,170.0,400.0,2.353,76,4029.0,4959.0,520.904,78.9,73.19,2.153,5.18809,21923.5,96665.8,140512.7,2080.5,1803.3,2080.5
166,2744,0.5,3.5,4500.0,15.0,230.0,475.0,2.065,56,3968.0,5019.0,618.5735,93.7,86.91,1.889,4.18724,28596.2,83343.0,140535.4,2073.1,1851.6,2073.1
167,966,0.5,3.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,5.01246,41907.6,56834.8,140650.0,1998.1,1720.1,1998.1
168,1212,0.7,3.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,4.81246,41907.6,56834.8,140650.0,2025.4,1757.2,2025.4
169,1639,1.0,3.0,4200.0,31.0,230.0,550.0,2.391,52,3503.0,4882.0,716.243,108.49,100.63,2.188,4.51246,41907.6,56834.8,140650.0,2070.0,1817.1,2070.0
170,2121,0.3,5.0,4200.0,15.0,230.0,400.0,1.739,52,3717.0,4672.0,520.904,78.9,73.19,1.591,5.80391,20055.5,100557.3,140668.4,2056.5,1757.1,2056.5
171,2396,0.5,5.0,4200.0,15.0,230.0,400.0,1.739,52,3717.0,4672.0,520.904,78.9,73.19,1.591,5.60391,20055.5,100557.3,140668.4,2083.6,1789.2,2083.6
172,1764,0.5,3.5,4200.0,19.0,230.0,550.0,2.391,52,3586.0,4798.0,716.243,108.49,100.63,2.188,4.43192,36369.2,68068.5,140806.8,2031.4,1767.5,2031.4
173,2096,0.7,3.5,4200.0,19.0,230.0,550.0,2.391,52,3586.0,4798.0,716.243,108.49,100.63,2.188,4.23192,36369.2,68068.5,140806.8,2066.6,1811.5,2066.6
174,887,0.3,4.0,4500.0,23.0,200.0,400.0,2.0,65,4002.0,4987.0,520.904,78.9,73.19,1.83,5.58908,22844.4,95374.5,141063.4,2020.2,1739.5,2020.2
175,1089,0.5,4.0,4500.0,23.0,200.0,400.0,2.0,65,4002.0,4987.0,520.904,78.9,73.19,1.83,5.38908,22844.4,95374.5,141063.4,2047.4,1772.2,2047.4
176,1324,0.7,4.0,4500.0,23.0,200.0,400.0,2.0,65,4002.0,4987.0,520.904,78.9,73.19,1.83,5.18908,22844.4,95374.5,141063.4,2076.5,1807.2,2076.5
177,222,0.3,5.0,4200.0,19.0,170.0,400.0,2.353,71,3751.0,4637.0,520.904,78.9,73.19,2.153,6.12378,19380.5,102405.3,141166.4,2037.3,1698.6,2037.3
178,305,0.5,5.0,4200.0,19.0,170.0,400.0,2.353,71,3751.0,4637.0,520.904,78.9,73.19,2.153,5.92378,19380.5,102405.3,141166.4,2061.4,1728.2,2061.4
179,411,0.7,5.0,4200.0,19.0,170.0,400.0,2.353,71,3751.0,4637.0,520.904,78.9,73.19,2.153,5.72378,19380.5,102405.3,141166.4,2086.8,1759.5,2086.8
180,828,0.3,5.0,4200.0,19.0,200.0,400.0,2.0,60,3723.0,4666.0,520.904,78.9,73.19,1.83,6.12463,20257.3,100882.2,141396.8,2037.1,1711.8,2037.1
181,1005,0.5,5.0,4200.0,19.0,200.0,400.0,2.0,60,3723.0,4666.0,520.904,78.9,73.19,1.83,5.92463,20257.3,100882.2,141396.8,2061.6,1741.5,2061.6
182,1213,0.7,5.0,4200.0,19.0,200.0,400.0,2.0,60,3723.0,4666.0,520.904,78.9,73.19,1.83,5.72463,20257.3,100882.2,141396.8,2087.5,1773.0,2087.5
183,1845,0.3,4.0,4500.0,23.0,230.0,400.0,1.739,56,3974.0,5014.0,520.904,78.9,73.19,1.591,5.59022,23677.5,94044.6,141399.7,2030.7,1754.3,2030.7
184,2115,0.5,4.0,4500.0,23.0,230.0,400.0,1.739,56,3974.0,5014.0,520.904,78.9,73.19,1.591,5.39022,23677.5,94044.6,141399.7,2058.4,1787.1,2058.4
185,2415,0.7,4.0,4500.0,23.0,230.0,400.0,1.739,56,3974.0,5014.0,520.904,78.9,73.19,1.591,5.19022,23677.5,94044.6,141399.7,2087.8,1822.2,2087.8
186,875,0.5,4.5,4200.0,15.0,200.0,475.0,2.375,60,3696.0,4690.0,618.5735,93.7,86.91,2.173,5.1063,25575.6,90385.7,141536.9,2027.2,1731.4,2027.2
187,1102,0.7,4.5,4200.0,15.0,200.0,475.0,2.375,60,3696.0,4690.0,618.5735,93.7,86.91,2.173,4.9063,25575.6,90385.7,141536.9,2057.6,1768.4,2057.6
188,1715,0.3,5.0,4200.0,19.0,230.0,400.0,1.739,52,3695.0,4694.0,520.904,78.9,73.19,1.591,6.12562,21112.6,99370.5,141595.7,2038.9,1724.1,2038.9
189,1960,0.5,5.0,4200.0,19.0,230.0,400.0,1.739,52,3695.0,4694.0,520.904,78.9,73.19,1.591,5.92562,21112.6,99370.5,141595.7,2063.6,1753.8,2063.6
190,2232,0.7,5.0,4200.0,19.0,230.0,400.0,1.739,52,3695.0,4694.0,520.904,78.9,73.19,1.591,5.72562,21112.6,99370.5,141595.7,2089.7,1785.3,2089.7
191,144,0.3,4.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,5.97135,22951.7,95708.5,141611.9,2005.4,1701.7,2005.4
192,206,0.5,4.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,5.77135,22951.7,95708.5,141611.9,2029.9,1731.8,2029.9
193,290,0.7,4.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,5.57135,22951.7,95708.5,141611.9,2055.8,1763.5,2055.8
194,452,1.0,4.0,4500.0,27.0,170.0,400.0,2.353,76,4009.0000000000005,4979.0,520.904,78.9,73.19,2.153,5.27135,22951.7,95708.5,141611.9,2097.4,1815.0,2097.4
195,664,0.5,4.5,3900.0,23.0,230.0,550.0,2.391,49,3256.0,4528.0,716.243,108.49,100.63,2.188,5.64253,35750.1,70146.3,141646.5,2000.1,1628.7,2000.1
196,842,0.7,4.5,3900.0,23.0,230.0,550.0,2.391,49,3256.0,4528.0,716.243,108.49,100.63,2.188,5.44253,35750.1,70146.3,141646.5,2022.8,1660.0,2022.8
197,1165,1.0,4.5,3900.0,23.0,230.0,550.0,2.391,49,3256.0,4528.0,716.243,108.49,100.63,2.188,5.14253,35750.1,70146.3,141646.5,2059.9,1710.6,2059.9
198,1098,0.5,3.5,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,93.7,86.91,2.173,4.53088,29230.9,83385.0,141846.8,2020.2,1779.1,2020.2
199,1380,0.7,3.5,4500.0,19.0,200.0,475.0,2.375,65,3969.0,5018.0,618.5735,93.7,86.91,2.173,4.33088,29230.9,83385.0,141846.8,2055.5,1821.2,2055.5
200,572,0.3,4.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,5.97254,23812.5,94423.7,142048.7,2001.5,1705.9,2001.5
201,724,0.5,4.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,5.77254,23812.5,94423.7,142048.7,2026.1,1736.0,2026.1
202,898,0.7,4.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,5.57254,23812.5,94423.7,142048.7,2052.2,1767.7,2052.2
203,1222,1.0,4.0,4500.0,27.0,200.0,400.0,2.0,65,3982.0,5006.0,520.904,78.9,73.19,1.83,5.27254,23812.5,94423.7,142048.7,2094.0,1818.8,2094.0
204,128,0.3,5.0,4200.0,23.0,170.0,400.0,2.353,71,3729.0,4659.0,520.904,78.9,73.19,2.153,6.46093,20460.4,101207.6,142128.3,2025.0,1671.8,2025.0
205,180,0.5,5.0,4200.0,23.0,170.0,400.0,2.353,71,3729.0,4659.0,520.904,78.9,73.19,2.153,6.26093,20460.4,101207.6,142128.3,2046.9,1699.3,2046.9
206,249,0.7,5.0,4200.0,23.0,170.0,400.0,2.353,71,3729.0,4659.0,520.904,78.9,73.19,2.153,6.06093,20460.4,101207.6,142128.3,2070.1,1728.0,2070.1
207,584,0.3,5.0,4200.0,23.0,200.0,400.0,2.0,60,3702.0,4687.0,520.904,78.9,73.19,1.83,6.46199,21263.0,99747.3,142273.4,2024.3,1684.8,2024.3
208,721,0.5,5.0,4200.0,23.0,200.0,400.0,2.0,60,3702.0,4687.0,520.904,78.9,73.19,1.83,6.26199,21263.0,99747.3,142273.4,2046.8,1712.4,2046.8
209,878,0.7,5.0,4200.0,23.0,200.0,400.0,2.0,60,3702.0,4687.0,520.904,78.9,73.19,1.83,6.06199,21263.0,99747.3,142273.4,2070.5,1741.3,2070.5
210,1793,0.5,4.5,4200.0,15.0,230.0,475.0,2.065,52,3668.0,4719.0,618.5735,93.7,86.91,1.889,5.10706,26649.5,89021.4,142320.4,2025.8,1742.7,2025.8
211,2089,0.7,4.5,4200.0,15.0,230.0,475.0,2.065,52,3668.0,4719.0,618.5735,93.7,86.91,1.889,4.90706,26649.5,89021.4,142320.4,2056.3,1779.2,2056.3
212,1381,0.3,4.0,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,5.97391,24563.7,93194.6,142322.1,2011.5,1720.4,2011.5
213,1612,0.5,4.0,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,5.77391,24563.7,93194.6,142322.1,2036.6,1750.7,2036.6
214,1875,0.7,4.0,4500.0,27.0,230.0,400.0,1.739,56,3956.0,5033.0,520.904,78.9,73.19,1.591,5.57391,24563.7,93194.6,142322.1,2063.1,1782.6,2063.1
215,1358,0.3,5.0,4200.0,23.0,230.0,400.0,1.739,52,3674.0,4714.0,520.904,78.9,73.19,1.591,6.4632,22065.7,98244.2,142375.6,2026.3,1696.9,2026.3
216,1566,0.5,5.0,4200.0,23.0,230.0,400.0,1.739,52,3674.0,4714.0,520.904,78.9,73.19,1.591,6.2632,22065.7,98244.2,142375.6,2049.0,1724.6,2049.0
217,1798,0.7,5.0,4200.0,23.0,230.0,400.0,1.739,52,3674.0,4714.0,520.904,78.9,73.19,1.591,6.0632,22065.7,98244.2,142375.6,2073.0,1753.5,2073.0
218,57,0.3,4.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,6.38293,23899.8,94803.4,142603.0,1992.5,1672.8,1992.5
219,92,0.5,4.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,6.18293,23899.8,94803.4,142603.0,2014.4,1700.6,2014.4
220,139,0.7,4.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,5.98293,23899.8,94803.4,142603.0,2037.5,1729.8,2037.5
221,241,1.0,4.0,4500.0,31.0,170.0,400.0,2.353,76,3990.0,4998.0,520.904,78.9,73.19,2.153,5.68293,23899.8,94803.4,142603.0,2074.5,1776.3,2074.5
222,2140,0.5,3.5,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,93.7,86.91,1.889,4.53181,30318.9,82170.9,142808.7,2028.9,1793.0,2028.9
223,2487,0.7,3.5,4500.0,19.0,230.0,475.0,2.065,56,3940.0,5046.0,618.5735,93.7,86.91,1.889,4.33181,30318.9,82170.9,142808.7,2064.4,1834.9,2064.4
224,346,0.3,4.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,6.38434,24658.3,93619.2,142935.7,1988.1,1677.2,1988.1
225,444,0.5,4.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,6.18434,24658.3,93619.2,142935.7,2010.5,1704.8,2010.5
226,567,0.7,4.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,5.98434,24658.3,93619.2,142935.7,2033.9,1734.0,2033.9
227,800,1.0,4.0,4500.0,31.0,200.0,400.0,2.0,65,3965.0,5024.0,520.904,78.9,73.19,1.83,5.68434,24658.3,93619.2,142935.7,2071.5,1780.3,2071.5
228,63,0.3,5.0,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,78.9,73.19,2.153,6.81871,21420.0,100124.9,142964.9,2017.9,1649.5,2017.9
229,94,0.5,5.0,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,78.9,73.19,2.153,6.61871,21420.0,100124.9,142964.9,2037.9,1675.1,2037.9
230,135,0.7,5.0,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,78.9,73.19,2.153,6.41871,21420.0,100124.9,142964.9,2059.0,1702.1,2059.0
231,225,1.0,5.0,4200.0,27.0,170.0,400.0,2.353,71,3709.0,4679.0,520.904,78.9,73.19,2.153,6.11871,21420.0,100124.9,142964.9,2092.8,1744.8,2092.8
232,393,0.3,5.0,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,78.9,73.19,1.83,6.81998,22166.3,98672.5,143005.2,2017.0,1662.2,2017.0
233,498,0.5,5.0,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,78.9,73.19,1.83,6.61998,22166.3,98672.5,143005.2,2037.6,1688.0,2037.6
234,616,0.7,5.0,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,78.9,73.19,1.83,6.41998,22166.3,98672.5,143005.2,2059.1,1715.1,2059.1
235,833,1.0,5.0,4200.0,27.0,200.0,400.0,2.0,60,3682.0,4706.0,520.904,78.9,73.19,1.83,6.11998,22166.3,98672.5,143005.2,2093.7,1758.1,2093.7
236,1021,0.3,5.0,4200.0,27.0,230.0,400.0,1.739,52,3656.0,4733.0,520.904,78.9,73.19,1.591,6.82144,22893.0,97283.9,143069.9,2018.4,1674.0,2018.4
237,1205,0.5,5.0,4200.0,27.0,230.0,400.0,1.739,52,3656.0,4733.0,520.904,78.9,73.19,1.591,6.62144,22893.0,97283.9,143069.9,2039.3,1700.0,2039.3
238,1400,0.7,5.0,4200.0,27.0,230.0,400.0,1.739,52,3656.0,4733.0,520.904,78.9,73.19,1.591,6.42144,22893.0,97283.9,143069.9,2061.3,1727.2,2061.3
239,1732,1.0,5.0,4200.0,27.0,230.0,400.0,1.739,52,3656.0,4733.0,520.904,78.9,73.19,1.591,6.12144,22893.0,97283.9,143069.9,2096.5,1770.3,2096.5
240,975,0.3,4.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,6.38596,25362.2,92395.4,143119.7,1997.7,1691.2,1997.7
241,1160,0.5,4.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,6.18596,25362.2,92395.4,143119.7,2020.4,1719.2,2020.4
242,1370,0.7,4.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,5.98596,25362.2,92395.4,143119.7,2044.3,1748.5,2044.3
243,1726,1.0,4.0,4500.0,31.0,230.0,400.0,1.739,56,3939.0,5050.0,520.904,78.9,73.19,1.591,5.68596,25362.2,92395.4,143119.7,2082.7,1795.2,2082.7
244,598,0.5,4.5,4200.0,19.0,200.0,475.0,2.375,60,3669.0,4718.0,618.5735,93.7,86.91,2.173,5.42778,27211.3,89070.0,143492.6,2000.8,1691.5,2000.8
245,760,0.7,4.5,4200.0,19.0,200.0,475.0,2.375,60,3669.0,4718.0,618.5735,93.7,86.91,2.173,5.22778,27211.3,89070.0,143492.6,2028.0,1725.3,2028.0
246,1070,1.0,4.5,4200.0,19.0,200.0,475.0,2.375,60,3669.0,4718.0,618.5735,93.7,86.91,2.173,4.92778,27211.3,89070.0,143492.6,2072.3,1779.7,2072.3
247,736,0.3,5.0,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,78.9,73.19,1.591,7.20616,23638.6,96381.3,143658.4,2015.3,1655.0,2015.3
248,874,0.5,5.0,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,78.9,73.19,1.591,7.00616,23638.6,96381.3,143658.4,2034.5,1679.1,2034.5
249,1034,0.7,5.0,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,78.9,73.19,1.591,6.80616,23638.6,96381.3,143658.4,2054.7,1704.7,2054.7
250,1317,1.0,5.0,4200.0,31.0,230.0,400.0,1.739,52,3639.0,4750.0,520.904,78.9,73.19,1.591,6.50616,23638.6,96381.3,143658.4,2086.8,1745.0,2086.8
251,242,0.3,5.0,4200.0,31.0,200.0,400.0,2.0,60,3665.0,4724.0,520.904,78.9,73.19,1.83,7.20443,22956.1,97763.4,143675.7,2014.5,1643.5,2014.5
252,315,0.5,5.0,4200.0,31.0,200.0,400.0,2.0,60,3665.0,4724.0,520.904,78.9,73.19,1.83,7.00443,22956.1,97763.4,143675.7,2033.3,1667.6,2033.3
